,id,name,city,cuisine,rating
0,0,La Meduse,Paris,"french, seafood, european, vegetarian friendly, gluten free options, vegan options",5.0
1,1,Le Cappiello,Paris,"french, mediterranean, european, contemporary, vegetarian friendly, vegan options, gluten free options",5.0
2,2,ASPIC,Paris,"french, european, contemporary",5.0
3,3,Les Apotres de Pigalle,Paris,"south american, brew pub, european, vegetarian friendly, vegan options, gluten free options",5.0
4,4,Epicure,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",5.0
5,5,Sourire Le Restaurant,Paris,"french, european, contemporary, gastropub",5.0
6,6,Le Cinq,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
7,7,Il Etait Un Square,Paris,"french, steakhouse, vegetarian friendly",5.0
8,8,Boutary,Paris,"french, seafood, gastropub, european, fusion, vegetarian friendly, gluten free options",5.0
9,9,Kei Restaurant,Paris,"french, vegetarian friendly, gluten free options",4.5
10,10,Le Gabriel,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
11,11,Bateau le Calife,Paris,"french, european, vegetarian friendly, vegan options",4.5
12,12,L'Affineur' Affine,Paris,"french, european, vegetarian friendly",4.5
13,13,La Bonne Excuse,Paris,"french, european, vegetarian friendly, gluten free options",4.5
14,14,Pur' - Jean-Francois Rouquette,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
15,15,L'Abeille,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
16,16,Alliance,Paris,"french, vegetarian friendly, vegan options, gluten free options",5.0
17,17,Sacree fleur,Paris,"french, steakhouse, european",4.5
18,18,Le 114 Faubourg,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
19,19,Restaurant H,Paris,"french, european, vegetarian friendly, gluten free options",5.0
20,20,Restaurant L'INITIAL,Paris,"french, european",4.5
21,21,Pierre Gagnaire,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
22,22,Etude,Paris,"french, vegetarian friendly, vegan options, gluten free options",4.5
23,23,Le Bistrot d'Indochine,Paris,"asian, vietnamese, vegetarian friendly, vegan options",4.5
24,24,Bar Italia Brasserie,Paris,"italian, vegetarian friendly, vegan options",4.5
25,25,Le Bistrot d'Yves,Paris,"french, european, vegetarian friendly",4.5
26,26,Flesh Restaurant et Canal Saint Martin,Paris,"barbecue, american, steakhouse, european, french, gluten free options",4.5
27,27,Paris Picnic,Paris,"french, european, street food, vegetarian friendly, gluten free options, vegan options",4.5
28,28,New Jawad Longchamp,Paris,"indian, pakistani, vegetarian friendly, vegan options, halal, gluten free options",4.5
29,29,Fromagerie Danard,Paris,"wine bar, french, european, vegetarian friendly, gluten free options",4.5
30,30,Le Clos Y,Paris,"french, japanese, european, asian, vegetarian friendly",4.5
31,31,AlKaram,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options, gluten free options",4.5
32,32,Cezembre,Paris,"french, european",4.5
33,33,Le George,Paris,"mediterranean, italian, french, european, vegetarian friendly, vegan options, gluten free options",4.5
34,34,Seb'on,Paris,"french, european",4.5
35,35,Petite Fleur,Paris,"french, european",4.5
36,36,La boite aux lettres,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
37,37,L'Envie du jour,Paris,"french, european, vegetarian friendly, vegan options",4.5
38,38,Pedzouille,Paris,"french, european",4.5
39,39,Le Taillevent,Paris,"french, european",4.5
40,40,PerBacco,Paris,"italian, pizza, mediterranean, wine bar, european, vegetarian friendly, vegan options",5.0
41,41,Ristorante Lo Spaghettino,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
42,42,La Trattoria Dell'isola,Paris,"italian, pizza, seafood, vegetarian friendly",4.5
43,43,Tous,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
44,44,Les Canailles,Paris,"french, european",4.5
45,45,Pop's,Paris,"italian, french, vegetarian friendly, vegan options",4.5
46,46,New York a Paris,Paris,"french, american, european, vegetarian friendly, gluten free options",4.5
47,47,La Petite Rose des Sables,Paris,"french, european, vegetarian friendly",4.5
48,48,Pane olio e pomodoro,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
49,49,La Veraison,Paris,"french, fusion, vegetarian friendly, vegan options",4.5
50,50,La Vache et Le Cuisinier,Paris,"french, european, vegetarian friendly",4.5
51,51,Le Florimond,Paris,"french, european, vegetarian friendly, gluten free options",4.5
52,52,Happy Caffe,Paris,"french, cafe, fast food, european, vegetarian friendly, vegan options, gluten free options",4.5
53,53,Le Jeroboam,Paris,"french, european, contemporary, gastropub, seafood, pub",4.5
54,54,Pizza Julia,Paris,"italian, pizza, vegetarian friendly, vegan options",4.5
55,55,Mancini,Paris,"italian, pizza, european, vegetarian friendly",4.5
56,56,Le Chemise,Paris,"contemporary, gastropub, french, european",4.5
57,57,Joe Burger,Paris,"american, fast food, vegetarian friendly, vegan options",4.5
58,58,Bistro Paradis,Paris,"french, european, vegetarian friendly, vegan options",4.5
59,59,Restaurant Guy Savoy,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
60,60,Chez Toinette,Paris,"french, european",4.5
61,61,Auberge des Pyrenees Cevennes,Paris,"french, european",4.5
62,62,Les Trublions,Paris,"french, european, contemporary, vegetarian friendly, vegan options, gluten free options",4.5
63,63,Ristorante Al Caratello,Paris,"italian, european, vegetarian friendly, vegan options, gluten free options",4.5
64,64,Restaurant Mariette,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
65,65,Chez Trassoudaine,Paris,"french, european",4.5
66,66,Invictus,Paris,"french, european, vegetarian friendly, gluten free options",4.5
67,67,Les Papilles,Paris,"french, european, delicatessen",4.5
68,68,King Marcel - Paris 2eme,Paris,"french, american, fast food, vegetarian friendly",4.5
69,69,Chez Gabrielle,Paris,"french, european",4.5
70,70,Apicius,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
71,71,Papelli,Paris,"italian, pizza, vegetarian friendly, vegan options",4.5
72,72,Ze Kitchen Galerie,Paris,"french, european, asian, contemporary, vegetarian friendly",4.5
73,73,L'Oiseau Blanc Restaurant,Paris,"french, european, vegetarian friendly, gluten free options",4.5
74,74,La Crete,Paris,"mediterranean, greek, vegetarian friendly, vegan options",4.5
75,75,La Cuisine de Philippe,Paris,"french, european, vegetarian friendly",4.5
76,76,La Mandigotte,Paris,"french, european, vegetarian friendly",4.5
77,77,Chez Imogene,Paris,"french, vegetarian friendly, vegan options, gluten free options",4.5
78,78,Bistrotters,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
79,79,L'Alsacien,Paris,"wine bar, french, european, brew pub, vegetarian friendly, vegan options",4.5
80,80,Cobea,Paris,"french, european",4.5
81,81,Le Quinzieme,Paris,"french, european, vegetarian friendly",4.5
82,82,Le Pavillon de la Grande Cascade,Paris,"french, european, vegetarian friendly, gluten free options",4.5
83,83,Loubnane,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options, gluten free options",4.5
84,84,L'Aubergeade,Paris,"french, european, vegetarian friendly",4.5
85,85,Thai Spices,Paris,"thai, vegetarian friendly, vegan options, gluten free options",4.5
86,86,Les Climats,Paris,"french, european, vegetarian friendly",4.5
87,87,Au Bon Accueil,Paris,"french, european, vegetarian friendly",4.5
88,88,Papelli,Paris,"pizza, italian, mediterranean, cafe, vegetarian friendly",5.0
89,89,Sur Mesure,Paris,"french, european, vegetarian friendly",4.5
90,90,Bistrot Chez France,Paris,"french, european, vegetarian friendly, gluten free options",4.5
91,91,The Hardware Societe,Paris,"cafe, international, european, australian, vegetarian friendly, vegan options, gluten free options",4.5
92,92,Roomies,Paris,"american, fast food, vegetarian friendly, vegan options",4.5
93,93,Midi 12,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
94,94,Mobster Diner,Paris,"american, vegetarian friendly",4.5
95,95,L'Ange 20,Paris,"french, european",4.5
96,96,Les Rupins,Paris,"steakhouse, french, international, european, vegetarian friendly, vegan options",4.5
97,97,Mancora Cebicheria,Paris,"peruvian, seafood, south american, vegetarian friendly, vegan options, gluten free options",4.5
98,98,le papacionu,Paris,"italian, pizza, vegetarian friendly, vegan options",4.5
99,99,L'Annexe,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
100,100,Pottoka,Paris,"french, european, vegetarian friendly",4.5
101,101,Jean Yves of Chef Jean-Yves' Table,Paris,"french, asian, fusion, gastropub",5.0
102,102,Fermier Gourmet,Paris,"french, american, barbecue, european, street food, vegetarian friendly, gluten free options",4.5
103,103,A L'endroit,Paris,"french, european, delicatessen",4.5
104,104,Comptoir Gourmet,Paris,"italian, european, vegetarian friendly, vegan options",4.5
105,105,Chez Max et Nico,Paris,"french, european, vegetarian friendly",4.5
106,106,L'Arcane,Paris,"french, vegetarian friendly",5.0
107,107,Le Petit Littre,Paris,"french, european, vegetarian friendly",4.5
108,108,Le Cabanon de la Butte,Paris,"french, european, vegetarian friendly",4.5
109,109,Le Jourdain,Paris,"french, seafood, european, gastropub, gluten free options",4.5
110,110,4 Pat,Paris,"italian, french, european, vegetarian friendly",4.5
111,111,Restaurant David Toutain,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
112,112,Il Farniente,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
113,113,L'Acolyte de L'Insolite,Paris,"french, european",4.5
114,114,Il grano,Paris,"pizza, italian, mediterranean, european, vegetarian friendly, vegan options, gluten free options",4.5
115,115,La Jacobine,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
116,116,NEW JHELUM,Paris,"indian, pakistani, vegetarian friendly, vegan options, gluten free options",4.5
117,117,Chef Garozzo Restaurant Italien Sicilien,Paris,"italian, pizza, seafood, mediterranean, european, vegetarian friendly",4.5
118,118,Le Reciproque,Paris,"french, european, contemporary",5.0
119,119,Le Pre Catelan,Paris,"french, european, vegetarian friendly",4.5
120,120,Little Breizh,Paris,"vegetarian friendly, vegan options, gluten free options",4.5
121,121,Restaurant Lasserre,Paris,"french, european, vegetarian friendly, gluten free options",4.5
122,122,Arnaud Nicolas,Paris,"french, european, delicatessen, pub, gastropub, vegetarian friendly",5.0
123,123,Saigon Pantheon,Paris,"asian, vietnamese, vegetarian friendly, vegan options, gluten free options",4.5
124,124,Le Volant,Paris,"french, european",4.5
125,125,Chez Marcel,Paris,"french, vegetarian friendly",4.5
126,126,Restaurant du Palais Royal,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
127,127,Kraft Hot Dogs,Paris,"american, fast food",4.5
128,128,Restaurant Le W,Paris,"french, european",4.5
129,129,Les Tantes Jeanne,Paris,"french, european, vegetarian friendly, gluten free options",4.5
130,130,Restaurant La Pie Noir,Paris,"french, european, vegetarian friendly, gluten free options",5.0
131,131,Cuisine et Dependances,Paris,"french, mediterranean, european, vegetarian friendly, vegan options, gluten free options",4.5
132,132,Le Louis,Paris,"french, european, vegetarian friendly, gluten free options",4.5
133,133,La Pause Libanaise,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options",4.5
134,134,Le Relais Gascon,Paris,"french, vegetarian friendly, vegan options, gluten free options",4.5
135,135,Les Botanistes,Paris,"french, european, vegetarian friendly, gluten free options",4.5
136,136,Comptoir de la Gastronomie,Paris,"french, european",4.5
137,137,Loco,Paris,"steakhouse, latin, barbecue, argentinean",4.5
138,138,Le Tournebievre,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
139,139,le petit canard,Paris,french,4.5
140,140,Chez Arnaud,Paris,"italian, french, pizza, european, vegetarian friendly, vegan options",4.5
141,141,Canard & Champagne,Paris,"french, european",4.5
142,142,Rouge Bis,Paris,"french, bar, european, vegetarian friendly, vegan options, gluten free options",4.5
143,143,Tesoro d'Italia,Paris,"italian, mediterranean, european, vegetarian friendly",4.5
144,144,Le Hide,Paris,"french, european, vegetarian friendly",4.5
145,145,Les Poulettes Batignolles,Paris,"french, european, spanish, vegetarian friendly",4.5
146,146,Le Grand Vefour,Paris,"french, european, vegetarian friendly",4.5
147,147,Le Touareg,Paris,"african, moroccan, mediterranean, middle eastern, tunisian, vegetarian friendly, vegan options, halal",4.5
148,148,Le Maharaja,Paris,"indian, sri lankan, vegetarian friendly, vegan options",4.5
149,149,Mardi Crepe Club,Paris,"french, european, contemporary, street food, diner, vegetarian friendly, vegan options",4.5
150,150,Pizza Caratello,Paris,"italian, pizza, european, vegetarian friendly, vegan options",4.5
151,151,Le Boudoir,Paris,"french, european, gastropub, vegetarian friendly",4.5
152,152,Babalou,Paris,"italian, pizza, european, vegetarian friendly, vegan options",4.5
153,153,Kitchen Galerie Bis,Paris,"french, fusion, vegetarian friendly, vegan options, gluten free options",4.5
154,154,Blueberry,Paris,"japanese, sushi, asian, vegetarian friendly, vegan options, gluten free options",4.5
155,155,Pizza Rossi,Paris,"italian, pizza, vegetarian friendly, vegan options",4.5
156,156,Le Sanglier Bleu,Paris,"french, european, gastropub, vegetarian friendly",4.5
157,157,Le 14 Juillet,Paris,"french, european, vegetarian friendly",4.5
158,158,Maloka Alma Brasileira,Paris,"brazilian, vegetarian friendly",4.5
159,159,La Bonne Cecile,Paris,"french, european, gluten free options",4.5
160,160,Bistrot 31,Paris,"italian, french, european, vegetarian friendly",4.5
161,161,Les Passagers de Beyrouth,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options",4.5
162,162,Little Cantine - Burgers & Bakery,Paris,"american, vegetarian friendly, vegan options",4.5
163,163,Creperie de Port-Manech,Paris,"french, vegetarian friendly",4.5
164,164,la table de genevieve,Paris,"french, european, vegetarian friendly",4.5
165,165,Sourire Tapas Francaises,Paris,"french, european, wine bar, vegetarian friendly",4.5
166,166,Le Saotico,Paris,"gastropub, french, european, vegetarian friendly, vegan options, gluten free options",4.5
167,167,Bel Canto,Paris,"french, european, vegetarian friendly",4.5
168,168,La Rughetta,Paris,"italian, european, vegetarian friendly, vegan options",4.5
169,169,Le Ruisseau,Paris,"american, bar, vegetarian friendly",4.5
170,170,Au Bourguignon du Marais,Paris,"gastropub, french, european, vegetarian friendly",4.5
171,171,Baagaa,Paris,"french, american, vegetarian friendly, vegan options",4.5
172,172,Augustin Bistrot,Paris,"french, european, gastropub, vegetarian friendly",4.5
173,173,Le P'tit Troquet,Paris,"french, european, vegetarian friendly, gluten free options",4.5
174,174,Sapori di Parma,Paris,"italian, mediterranean, european, vegetarian friendly",4.5
175,175,Bistrot de L'Oulette,Paris,"french, european, vegetarian friendly",4.5
176,176,Frenchie,Paris,"french, european, vegetarian friendly, gluten free options",4.5
177,177,Bien Bien,Paris,"asian, thai, vegetarian friendly, vegan options",4.5
178,178,Le Souffle,Paris,"french, european, vegetarian friendly, gluten free options",4.5
179,179,Au Bon Coin,Paris,french,4.5
180,180,Dulcinea,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options, gluten free options",4.5
181,181,Atelier Gambey,Paris,"korean, french, european, fusion, vegetarian friendly",4.5
182,182,Fraiche Restaurant,Paris,"french, european, vegetarian friendly",4.5
183,183,la vache acrobate,Paris,"french, european",4.5
184,184,Les Bougresses,Paris,"french, european, vegetarian friendly",4.5
185,185,Tentazioni,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options, gluten free options",4.5
186,186,Santa Carne,Paris,"steakhouse, latin, barbecue, argentinean, south american, gluten free options",4.5
187,187,Bien Eleve,Paris,"french, steakhouse, european, gluten free options",4.5
188,188,Sola,Paris,"fusion, french, japanese, vegetarian friendly, gluten free options",4.5
189,189,Le Chenin,Paris,"french, european, wine bar, vegetarian friendly",4.5
190,190,Aux Trois Petits Cochons,Paris,"seafood, diner, french, healthy, vegetarian friendly",4.5
191,191,La Gazette,Paris,"french, fusion, vegetarian friendly, vegan options, gluten free options",4.5
192,192,Le Sens Unique,Paris,"french, european, vegetarian friendly",4.5
193,193,Le Vent d'Armor,Paris,"french, seafood, european",5.0
194,194,La Bauhinia,Paris,"french, european, asian, thai, vegetarian friendly, vegan options, gluten free options",4.5
195,195,Sizin,Paris,"mediterranean, european, turkish, middle eastern, vegetarian friendly, vegan options, halal",4.5
196,196,Le Petit Pontoise,Paris,"french, european, vegetarian friendly",4.5
197,197,Mersea,Paris,"french, seafood, street food, vegetarian friendly",4.5
198,198,Il Forno Di Napoli,Paris,"italian, pizza, european, vegetarian friendly, vegan options",4.5
199,199,Bonvivant,Paris,"french, european, wine bar, vegetarian friendly, vegan options, gluten free options",4.5
200,200,Le Petit Marche,Paris,"french, european, fusion, vegetarian friendly",4.5
201,201,Comme Chai Toi - Notre Dame,Paris,"french, vegetarian friendly",4.5
202,202,La Regalade Conservatoire,Paris,"french, gastropub, vegetarian friendly",4.5
203,203,Kodawari Ramen,Paris,"japanese, asian, vegetarian friendly",4.5
204,204,Cantina Chic,Paris,"italian, mediterranean, european, vegetarian friendly",4.5
205,205,Hank Burger,Paris,"american, fast food, vegetarian friendly, vegan options, gluten free options",4.5
206,206,Chez Nicos,Paris,"fast food, vegetarian friendly, vegan options",4.5
207,207,Auberge Nicolas Flamel,Paris,"french, vegetarian friendly",4.5
208,208,Juste,Paris,"french, seafood, european, gluten free options",4.5
209,209,L'Anvers du Decor,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
210,210,Il etait une Oie dans le Sud Ouest,Paris,"french, european",4.5
211,211,Le Colimacon,Paris,"mediterranean, french",4.5
212,212,Le Casse Noix,Paris,"french, european, gluten free options",4.5
213,213,Pirouette,Paris,"french, european",4.5
214,214,Sorza,Paris,"italian, french, mediterranean, european, delicatessen, vegetarian friendly, vegan options, gluten free options",4.5
215,215,Kashmir House,Paris,"indian, asian, pakistani, vegetarian friendly, vegan options",4.5
216,216,La Poule au Pot,Paris,"steakhouse, french, european, gastropub",4.5
217,217,L'Ebauchoir,Paris,"french, european, vegetarian friendly",4.5
218,218,Bistrot Richelieu,Paris,"french, european, vegetarian friendly, gluten free options",4.5
219,219,Le Coupe Gorge,Paris,"gastropub, french, european, vegetarian friendly, vegan options, gluten free options",4.5
220,220,Mavrommatis,Paris,"mediterranean, european, greek, vegetarian friendly",4.5
221,221,Salento Marais,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
222,222,Les petites bouchees,Paris,"french, mediterranean, european, spanish, vegetarian friendly, vegan options",4.5
223,223,L'Aller Retour,Paris,"french, steakhouse, european",4.5
224,224,Melt,Paris,"american, barbecue",4.5
225,225,Les Embruns,Paris,"french, european, vegetarian friendly",4.5
226,226,Bistro des Augustins,Paris,"french, european, vegetarian friendly, vegan options",4.5
227,227,La Maison du Jardin,Paris,"french, european",4.5
228,228,Pasco,Paris,"french, european, vegetarian friendly, vegan options",4.5
229,229,BLACK PINKY,Paris,"asian, thai, vietnamese, indonesian, cambodian, vegetarian friendly, vegan options",4.5
230,230,FrogBurger,Paris,"american, bar, vegetarian friendly, vegan options, gluten free options",4.5
231,231,Le Buisson Ardent,Paris,"french, european, vegetarian friendly, gluten free options",4.5
232,232,L'Alchimiste,Paris,"french, european",4.5
233,233,La Table d'Eugene,Paris,"french, european",4.5
234,234,Pierre Sang,Paris,"korean, french, fusion, vegetarian friendly, gluten free options",4.5
235,235,la Massara,Paris,"italian, pizza, european, vegetarian friendly, vegan options",4.5
236,236,Les Bateaux Parisiens,Paris,"french, european, contemporary, vegetarian friendly",4.5
237,237,Shiso Burger,Paris,"american, fast food, asian, fusion, vegetarian friendly, vegan options",4.5
238,238,A la Biche au Bois,Paris,"french, european",4.5
239,239,Flesh Restaurant Pigalle et Canal St Martin,Paris,"american, barbecue, european, gluten free options",4.5
240,240,L'Avant Comptoir,Paris,"french, wine bar, vegetarian friendly, gluten free options",4.5
241,241,Les Grillades de Buenos Aires,Paris,"steakhouse, argentinean, south american",4.5
242,242,La Vie d'Ange,Paris,"french, european, vegetarian friendly, gluten free options",4.5
243,243,A Cote,Paris,"french, international, european",4.5
244,244,Le Vieux Bistrot,Paris,"french, european, vegetarian friendly",4.0
245,245,Sanukiya,Paris,"japanese, asian, vegetarian friendly, vegan options",4.5
246,246,Le Petit Chatelet,Paris,"french, european, vegetarian friendly",4.5
247,247,Chez Leon,Paris,"bar, french, gastropub, wine bar",4.5
248,248,Neromora Paris Ristorante Pizzeria,Paris,"italian, pizza, mediterranean, european, vegetarian friendly, vegan options",4.5
249,249,La Fontaine de Mars,Paris,"french, european, vegetarian friendly",4.5
250,250,Guibine,Paris,"barbecue, asian, korean, vegetarian friendly, vegan options",4.5
251,251,Le Violon d'Ingres,Paris,"french, european, vegetarian friendly, gluten free options",4.5
252,252,Bistrot des Campagnes,Paris,"french, european, delicatessen, vegetarian friendly",4.5
253,253,Bollynan Montorgueil,Paris,"indian, vegetarian friendly, vegan options, gluten free options",4.5
254,254,Le Baron Rouge,Paris,"french, wine bar",4.5
255,255,Nick's Pizza,Paris,"italian, american, pizza, fast food, vegetarian friendly, vegan options",4.5
256,256,My Noodles,Paris,"chinese, asian, soups, vegetarian friendly, vegan options",4.5
257,257,Les 110 de Taillevent,Paris,"gastropub, french, european, vegetarian friendly, gluten free options",4.5
258,258,Le Christine,Paris,"french, european, vegetarian friendly, gluten free options",4.5
259,259,Meriggio,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
260,260,Plaisir Gascon,Paris,"french, european",4.5
261,261,TRADI,Paris,"french, vegetarian friendly, vegan options",5.0
262,262,Le Petit Medicis,Paris,"french, european, vegetarian friendly",4.5
263,263,Les tablettes Jean Louis Nomicos,Paris,"french, european, vegetarian friendly",4.5
264,264,Shang Palace,Paris,"chinese, asian, vegetarian friendly, vegan options",4.5
265,265,Creperie Mad'eo,Paris,"french, european, vegetarian friendly",4.5
266,266,Les Antiquaires,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
267,267,Ristorante Adaggio,Paris,"italian, pizza, mediterranean, european, vegetarian friendly, vegan options",5.0
268,268,L'Orangerie,Paris,"french, european, vegetarian friendly, vegan options",5.0
269,269,Le Clarence,Paris,"diner, french, european, contemporary",4.5
270,270,Siseng,Paris,"asian, vegetarian friendly, vegan options",4.5
271,271,Hugo,Paris,"french, vegetarian friendly",4.5
272,272,Villa Verdi,Paris,"italian, european, vegetarian friendly, vegan options",4.5
273,273,Pain Vin Fromage,Paris,"french, european, central european, vegetarian friendly",4.5
274,274,Cosi,Paris,"fast food, delicatessen, vegetarian friendly, vegan options",4.5
275,275,Semilla,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.0
276,276,Holybelly,Paris,"australian, cafe, european, vegetarian friendly, vegan options, gluten free options",4.5
277,277,TATA Burger,Paris,"american, vegetarian friendly",4.0
278,278,Mon Paris !,Paris,"french, bar, wine bar, gastropub, european, vegetarian friendly, vegan options, gluten free options",4.5
279,279,Les Epiciers,Paris,"wine bar, european",5.0
280,280,Le Bistrot d'Henri,Paris,"french, european, vegetarian friendly",4.5
281,281,Les Saisons,Paris,french,4.5
282,282,La Cantine Du Troquet,Paris,"french, european, vegetarian friendly",4.5
283,283,La Maison de Verlaine,Paris,"french, european, vegetarian friendly",4.5
284,284,Cook' n Saj,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options",5.0
285,285,Le 52,Paris,"french, european, vegetarian friendly",4.5
286,286,Le Coupe-Chou,Paris,"french, european, vegetarian friendly",4.0
287,287,Le Coq Rico,Paris,french,4.5
288,288,FOODI Jia-Ba-Buay,Paris,"chinese, japanese, asian, vietnamese, taiwanese, vegetarian friendly, vegan options",4.5
289,289,Le Jamoncito,Paris,"latin, mediterranean, european, spanish",4.5
290,290,Ledoyen,Paris,"french, european, vegetarian friendly",4.5
291,291,Marclee,Paris,"korean, japanese, asian, thai, fusion, vegetarian friendly, vegan options",4.5
292,292,Le Ruisseau Burger Joint,Paris,"american, fast food, vegetarian friendly, vegan options",4.5
293,293,Auguste,Paris,"french, european, vegetarian friendly, gluten free options",4.5
294,294,Zebulon Palais Royal,Paris,"french, european",4.5
295,295,In Bocca al lupo,Paris,"italian, pizza, mediterranean, european, vegetarian friendly",4.5
296,296,Restaurant Vivre,Paris,"french, european, vegetarian friendly",4.5
297,297,Hao Long,Paris,"chinese, asian, thai, vegetarian friendly",4.5
298,298,Le Restaurant,Paris,"french, european, vegetarian friendly",4.5
299,299,Albert,Paris,"french, european, vegetarian friendly, vegan options",4.5
300,300,Tour d'Argent,Paris,"french, european, vegetarian friendly, gluten free options",4.5
301,301,Miznon,Paris,"mediterranean, middle eastern, israeli, vegetarian friendly, vegan options, kosher, gluten free options",4.5
302,302,Les Cedres du Liban,Paris,"lebanese, mediterranean, middle eastern, arabic, vegetarian friendly, vegan options, halal",4.5
303,303,savannah cafe,Paris,"lebanese, mediterranean, middle eastern, vegetarian friendly, vegan options, gluten free options",4.5
304,304,Il Farniente,Paris,"italian, european, vegetarian friendly, vegan options",4.5
305,305,Cafe Varenne,Paris,"french, cafe, european, vegetarian friendly",4.5
306,306,Le Moulin de la galette,Paris,"gastropub, french, delicatessen, vegetarian friendly",4.5
307,307,Bistrot Paul Chene,Paris,"french, european, vegetarian friendly",4.5
308,308,Le Temps des cerises,Paris,"french, european, soups",4.5
309,309,Le Basilic,Paris,"french, european, vegetarian friendly",4.0
310,310,Le Crabe Marteau,Paris,"french, seafood",4.0
311,311,Chez le Libanais,Paris,"lebanese, fast food, mediterranean, middle eastern, vegetarian friendly, vegan options, halal",4.5
312,312,Bistrot Victoires,Paris,"french, european, vegetarian friendly",4.0
313,313,Chez Fernand,Paris,"french, european",4.5
314,314,La Promenade,Paris,"french, european, vegetarian friendly, vegan options, gluten free options",4.5
315,315,Le Pantruche,Paris,"french, european",4.5
316,316,La Scene Theleme,Paris,"french, european, contemporary, vegetarian friendly",5.0
317,317,Le Jardin d'en Face,Paris,"french, european, vegetarian friendly",4.5
318,318,CORETTA,Paris,"french, european, vegetarian friendly",4.5
319,319,Schwartz's Deli,Paris,"american, kosher",4.0
320,320,YO,Paris,"asian, thai, vegetarian friendly, vegan options",4.5
321,321,Bourgogne Sud,Paris,"french, european",4.5
322,322,Les Enfants Rouges,Paris,french,4.5
323,323,East Mamma,Paris,"italian, mediterranean, european, vegetarian friendly, vegan options",4.5
324,324,La Marine,Paris,"french, european, vegetarian friendly, gluten free options",4.0
325,325,Restaurant Argana,Paris,"moroccan, mediterranean, vegetarian friendly, vegan options",5.0
326,326,La Taverne de Montmartre,Paris,"french, european, vegetarian friendly",4.0
327,327,Vava,Paris,"french, european, mediterranean, vegetarian friendly, vegan options",4.5
328,328,Oi Sushi,Paris,"japanese, sushi, asian, vegetarian friendly, vegan options",4.5
329,329,L'As du Fallafel,Paris,"fast food, mediterranean, middle eastern, israeli, vegetarian friendly, vegan options, kosher",4.0
330,330,Academie de la biere,Paris,"french, belgian, bar, european, pub, vegetarian friendly, gluten free options",4.5
331,331,Septime,Paris,"french, european, vegetarian friendly",4.5
332,332,Iovine's,Paris,"pizza, vegetarian friendly, vegan options",4.5
333,333,Kintaro Lamen,Paris,"japanese, asian, soups, vegetarian friendly, vegan options, gluten free options",4.5
334,334,Au Bougnat,Paris,"french, vegetarian friendly",4.5
335,335,Les Enfants Perdus,Paris,"french, european, vegetarian friendly",4.0
336,336,Mondol Kiri,Paris,"asian, cambodian, vegetarian friendly, vegan options",4.5
337,337,Chez Papa 10eme,Paris,french,4.0
338,338,A-Table,Paris,"middle eastern, persian, vegetarian friendly, vegan options",4.5
339,339,Le Grand Restaurant Jean francois Piege,Paris,"french, european, vegetarian friendly",4.5
340,340,20 Eiffel,Paris,"french, european, vegetarian friendly, gluten free options",4.5
341,341,Les Fous de l'Ile,Paris,"french, european, vegetarian friendly, vegan options",4.0
342,342,La Scene,Paris,"french, european, vegetarian friendly, gluten free options, vegan options",4.5
343,343,Le Bon Georges,Paris,"french, european, vegetarian friendly",4.5
